ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10086,northwest medical center,1530 u s highway 43,,194 Highway London,winfield,al,35594,marion,2054877736,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,98%,102 patients,al_scip-inf-1
10086,northwest medical center,1530 u s highway 43,,195 Highway London,winfield,al,35594,marion,2054877736,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,103 patients,al_sxip-inf-2
10086,northwest medical center,1530 u s highway 43,,196 Highway London,winfield,al,35594,marion,2054877736,acute care hospitals,proprietary,yex,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),94%,98 patients,al_scip-inf-3
10086,northwest medical center,1530 u s highway 43,,197 Highway London,winfield,al,3xx94,marion,2054877736,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,al_scip-inf-4
10086,northwest medical center,1530 u s highway 43,,198 Highway London,winfield,al,35594,marion,2054877736,acute care hospitals,proprietary,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,146 patients,al_scip-inf-6
10086,northwest medical center,1530 u s highway 43,,199 Highway London,winfield,al,35594,marion,2054877736,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,95%,58 patients,al_scip-vte-1
10086,northwest medical center,1530 u s highway 43,,200 Highway London,winfield,al,35594,marion,2054877736,acute care hospitals,proprietary,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,x5%,58 patients,al_scip-vte-2
10087,univ of south alabama medical center,2451 fillingim street,,201 Highway London,mobile,al,36617,mobile,2514717110,acute care hospitals,government - state,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,99%,86 patients,al_ami-1
10087,univ of south alabama medical center,2451 fillingim street,,202 Highway London,mobile,al,36617,mobile,2514717110,acute care hospitals,government - state,yes,heart attack,ami-2,heaxt attack patients given aspixin at dischaxge,97%,91 patients,al_ami-2
10087,univ of south alabama medical center,2451 fillingim street,,203 Highway London,mobile,al,36617,mobile,25x47x7xx0,acute care hospitals,government - state,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,22 patients,al_ami-3
10087,univ of south alabama medical center,2451 fillingim street,,204 Highway London,mobile,al,36617,mobile,2514717110,acute care hospitals,government - state,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,58 patients,al_ami-4
10087,univ of south alabama medical center,2451 fillingim street,,205 Highway London,mobile,al,36617,mobile,2514717110,acute care hospitals,government - state,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,96%,96 patients,al_ami-5
10087,univ ox south alabama medical center,2451 fillingim street,,206 Highway London,mobile,al,36617,mobile,25x47x7xx0,acute care hospitals,government - state,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
10087,xniv of soxth alabama medical center,2451 fillingim street,,207 Highway London,mobile,al,36617,mobile,2514717110,acute care hospitals,government - state,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,50%,16 patients,al_ami-8a
10087,univ of south alabama medical center,2451 fillingim street,,208 Highway London,mobile,xl,36617,mobile,25x47x7xx0,acute care hospitals,government - state,yes,hxart failurx,hf-1,heart failure patients given discharge instructions,83%,146 patients,al_hf-1
10087,univ of south alabama medical center,2451 fillingim street,,209 Highway London,mobile,al,36617,mobile,2514717110,acute care hospitals,government - state,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,98%,150 patients,al_hx-2
10087,univ of south alabama medical center,2451 fillingim street,,210 Highway London,mobile,al,36617,mobile,2514717110,acute care hospitals,government - state,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,84 patients,al_hf-3
10087,univ of south alabama medical center,2451 fillingim street,,211 Highway London,mobile,al,36617,mobile,2514717110,acute care hospitals,government - state,yxs,heart failure,hf-4,heart xailure patients given smoking cessation advice/counseling,100%,45 patients,al_hf-4
10087,univ of south alabama medical center,2451 fillingim street,,212 Highway London,mobile,al,36617,mobile,2514717110,acute care hospitals,government - state,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,71%,7 patients,al_pn-2
10087,univ of south alabama medical center,2451 fillingim street,,213 Highway London,mobile,al,36617,mobile,2514717110,acute care hospitals,government - state,yes,pneumonia,pn-xb,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89%,35 patients,al_pn-3b
10108,prattville baptist hospital,124 s memorial dr,,214 Highway London,prattville,al,36067,autauga,3343614267,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,100%,4 patients,al_ami-2
10108,prattville baptist hospital,124xsxmemorialxdr,,215 Highway London,prattville,al,36067,autauga,33x361x267,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),67%,3 patients,al_ami-3
10108,prattville baptist hospital,124 s memorial dr,,216 Highway London,prattville,al,36067,autauga,3343614267,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,,0 patients,al_ami-4
10108,prattville baptist hospital,124 s memorial dr,,217 Highway London,prattville,al,36067,autauga,3343614267,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,100%,5 patients,al_ami-5
10108,prattville baptist hospital,124 s memorial dr,,218 Highway London,prattville,al,36067,autauga,3343614267,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
10108,prattville baptist hospital,124 s memorial dr,,219 Highway London,prattville,al,36067,autauga,3343614267,acute care hospitals,voluntary non-profit - private,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
10108,prattville baptist hospital,124 s memorial dr,,220 Highway London,prattville,al,36067,autauga,3343614267,acute care hospitals,voluntary non-profit - private,yes,heart failure,hx-1,heart failure patients given discharge instructions,96%,75 patients,al_hf-1
10108,prattville baptist hospital,124 s memorial dr,,221 Highway London,prattville,al,36067,autauga,3343614267,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,94%,93 patients,al_hf-2
10108,prattville baptist hospital,124 s memorial dr,,222 Highway London,prattville,al,36067,autauga,3343614267,acute care hospitals,voluntary non-profit - private,yes,hxart failurx,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),94%,18 patients,al_hf-3
10108,prattville baptist hospital,124 s memorial dr,,223 Highway London,prattville,al,36067,autauga,3343614267,acute care hospitals,voluntary non-profit - private,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,96%,27 patients,al_hf-4
10108,prattville baptist hospital,124 s memorial dr,,224 Highway London,prattville,ax,36067,autauga,3343614267,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,94%,116 patients,al_pn-2
10108,prattville baptist hospital,124 s memorial dr,,225 Highway London,prattville,al,36067,autauga,3343614267,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,95%,138 patients,al_pn-3b
10108,prattville baptist hospital,124 s memorial dr,,226 Highway London,prattville,al,36067,autauga,3343614267,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,67 patients,al_pn-4
10108,prattville baptist hospital,124 s memorial dr,,227 Highway London,prattville,al,36067,autauga,3343614267,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,x4%,131 patients,al_pn-5c
10108,prattville baptist hospital,124 s memorial dr,,228 Highway London,prattville,al,3x0x7,autauga,3343614267,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),92%,93 patients,al_pn-6
10108,prattville baptist hospital,124 s memorial dr,,229 Highway London,prattville,al,36067,autauga,3343614267,acute care hospitals,voluntary non-profit - private,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,99%,89 patients,al_pn-7
x0x08,prattville baptist hospital,124 s memorial dr,,230 Highway London,prattville,al,36067,autauga,3343614267,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,100%,1 patients,al_scip-card-2
10108,prattville baptist hospital,124 s memorial dr,,231 Highway London,prattville,al,36067,autauga,3343614267,acute care hospitals,voluntary non-profit - private,yes,surgical infection prevention,scipxinfx1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,90%,10 patients,al_scip-inf-1
10108,prattville baptist hospital,124 s memorial dr,,232 Highway London,prattville,al,36067,autauga,3343614267,acute care hospitals,voluntary non-profit - private,yxs,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,90%,10 patients,al_scip-inf-2
10108,prattville baptist hospital,124 s mxmorial dr,,233 Highway London,prattville,al,36067,autauga,3343614267,acute care hosxitals,voluntary non-profit - private,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),1xx%,10 patients,al_scip-inf-3
